dep_delay;arr_delay;cancelled;cancellation_code;id
-4;2;0;"";240591
5;-13;0;"";268728
-6;5;0;"";268729
-5;5;0;"";184419
-6;-9;0;"";212638
-7;-19;0;"";184393
-8;-7;0;"";212639
-8;-20;0;"";268730
0;-12;0;"";268731
10;1;0;"";268732
-3;-14;0;"";156572
-5;-9;0;"";156573
13;-18;0;"";156574
-3;-7;0;"";184395
-9;-26;0;"";240593
-4;5;0;"";156575
-4;-11;0;"";212640
-5;-4;0;"";184396
-6;-11;0;"";268734
-1;-6;0;"";240594
-10;-30;0;"";150933
4;3;0;"";184397
-6;-1;0;"";212656
-5;-8;0;"";184398
4;-15;0;"";212657
-2;-10;0;"";162233
6;-6;0;"";212658
-7;-12;0;"";167737
-4;-3;0;"";268736
-2;-17;0;"";240596
5;4;0;"";184402
-1;-12;0;"";167738
-3;-20;0;"";212718
-3;-12;0;"";240597
-11;-5;0;"";184420
-7;2;0;"";184421
-5;-16;0;"";167739
-4;-16;0;"";162235
11;9;0;"";212660
-7;-11;0;"";240600
-7;-14;0;"";268742
0;-7;0;"";184405
-4;-22;0;"";268743
4;0;0;"";184422
-6;0;0;"";212664
-5;3;0;"";167741
4;-8;0;"";184406
-5;-23;0;"";212665
-9;4;0;"";184423
0;-12;0;"";268759
-6;-39;0;"";156577
-8;-20;0;"";240645
-1;-9;0;"";184408
-3;-23;0;"";268744
-3;-14;0;"";212668
-3;-22;0;"";240602
-8;-11;0;"";212719
-6;-31;0;"";144800
-2;-7;0;"";150934
-7;-2;0;"";212670
-4;-1;0;"";184410
-8;-10;0;"";240604
-7;-10;0;"";162236
-6;-18;0;"";240606
-9;-10;0;"";150936
-8;-18;0;"";240607
9;2;0;"";184412
-1;-19;0;"";240608
-9;-27;0;"";167745
6;1;0;"";240609
0;-12;0;"";162237
1;-18;0;"";240610
2;-7;0;"";240611
4;1;0;"";240613
-4;-19;0;"";184413
-8;-27;0;"";212676
-1;-28;0;"";240614
23;10;0;"";240648
-8;-28;0;"";240649
-2;-15;0;"";212677
-1;-3;0;"";240616
-8;-37;0;"";268746
-4;-25;0;"";212678
-7;-7;0;"";240617
14;6;0;"";184414
-3;5;0;"";167746
-10;-31;0;"";268760
-5;-12;0;"";240618
-10;-29;0;"";268747
-5;-14;0;"";212680
15;11;0;"";156579
-10;-7;0;"";184494
11;1;0;"";184427
-6;-4;0;"";240620
-1;-10;0;"";268750
-5;-18;0;"";268751
-6;-9;0;"";184429
-5;-6;0;"";184430
-3;5;0;"";184483
5;-13;0;"";184431
11;1;0;"";184432
0;1;0;"";150939
-3;-30;0;"";268761
-5;-9;0;"";240622
-1;-17;0;"";240623
-4;-17;0;"";212681
-9;-29;0;"";184433
11;-5;0;"";268818
-3;0;0;"";167747
-4;-24;0;"";240624
-7;5;0;"";156581
-5;-17;0;"";212683
-4;-16;0;"";240626
-4;-1;0;"";184484
-6;-14;0;"";156582
11;3;0;"";184435
-2;-6;0;"";268763
-5;-9;0;"";268819
-2;-12;0;"";184436
16;8;0;"";212684
-3;-16;0;"";240627
-4;0;0;"";156583
4;-10;0;"";162242
-4;-11;0;"";184438
-7;-2;0;"";167749
-1;-7;0;"";268766
-10;-9;0;"";212685
-7;-14;0;"";212687
5;-8;0;"";240628
-9;-21;0;"";212689
18;13;0;"";184440
-9;-10;0;"";212690
0;-13;0;"";212691
-4;-17;0;"";240629
-5;-20;0;"";212721
-8;-6;0;"";167750
-3;-16;0;"";268767
-3;-17;0;"";184443
-14;-32;0;"";240630
8;-13;0;"";184444
-8;-20;0;"";150941
-1;-3;0;"";172472
1;-2;0;"";212692
-4;-2;0;"";212693
-4;-9;0;"";240632
-4;-16;0;"";184445
0;-37;0;"";268769
-7;-1;0;"";268770
-5;-21;0;"";268771
-4;-4;0;"";156585
-2;-13;0;"";150942
-10;-24;0;"";212697
0;0;0;"";268772
-1;2;0;"";212698
-4;-18;0;"";240635
-2;-11;0;"";184486
-4;-5;0;"";156587
-5;-9;0;"";184449
-6;-9;0;"";240636
9;11;0;"";240637
-3;-23;0;"";156588
2;-13;0;"";240654
12;-4;0;"";212701
-6;-14;0;"";167751
-6;-19;0;"";268774
-4;2;0;"";268775
-7;-19;0;"";240713
0;0;1;B;144845
-7;-16;0;"";268776
-7;-7;0;"";167753
0;-13;0;"";240714
-6;-4;0;"";240657
-9;-19;0;"";268778
4;-7;0;"";150944
-11;4;0;"";268779
-8;-25;0;"";212723
16;3;0;"";268780
-11;3;0;"";240658
3;-8;0;"";240659
0;-12;0;"";167754
-5;-12;0;"";212724
-10;-20;0;"";162248
-5;-34;0;"";240661
5;6;0;"";240662
-3;-5;0;"";184455
-4;-17;0;"";240663
-8;-6;0;"";240715
-5;-10;0;"";162250
-4;-18;0;"";156590
9;-5;0;"";212703
3;-2;0;"";212705
-6;-14;0;"";184487
-6;-2;0;"";162251
11;-9;0;"";212707
-5;-20;0;"";240664
-5;6;0;"";212708
-5;0;0;"";167755
-4;-12;0;"";268782
-4;-5;0;"";212709
-9;-6;0;"";268783
-6;5;0;"";268784
-6;-15;0;"";240716
-10;8;0;"";240665
13;-8;0;"";240717
-3;-10;0;"";212710
-3;-23;0;"";184488
22;1;0;"";240668
-5;-22;0;"";268788
-5;-11;0;"";150945
0;-24;0;"";212711
-10;-17;0;"";184459
16;5;0;"";240671
-8;-22;0;"";268789
-8;-31;0;"";167756
-2;-4;0;"";240674
-7;-15;0;"";184461
-4;-15;0;"";240675
6;2;0;"";212714
12;1;0;"";212715
-5;-25;0;"";162252
-11;-6;0;"";268791
-1;-17;0;"";162253
0;6;0;"";268821
-10;-26;0;"";212727
-3;-1;0;"";150946
-3;-15;0;"";240719
-5;-7;0;"";184463
-2;-9;0;"";156591
-10;-16;0;"";240720
-3;-20;0;"";150947
-4;-1;0;"";167758
11;-3;0;"";212730
-4;-11;0;"";268823
-2;-6;0;"";184465
-10;-20;0;"";184466
9;-9;0;"";268795
13;9;0;"";268796
-8;-10;0;"";150950
-10;-20;0;"";167759
-10;-13;0;"";184491
-7;-21;0;"";184469
-9;-33;0;"";268799
-4;-25;0;"";212733
1;-4;0;"";212734
-4;-9;0;"";240680
-5;-9;0;"";184470
-7;-24;0;"";184492
12;5;0;"";162256
-5;1;0;"";212735
5;-9;0;"";268800
-3;-6;0;"";268801
-3;-21;0;"";162258
-9;-12;0;"";156594
-3;-8;0;"";240721
0;-16;0;"";212737
0;9;0;"";268825
-6;-16;0;"";167760
-6;-11;0;"";156595
-1;-24;0;"";156596
-4;-17;0;"";184472
-7;-27;0;"";240684
-4;2;0;"";184493
-6;-25;0;"";150952
-6;-18;0;"";167763
0;-8;0;"";150953
15;5;0;"";156597
-7;-14;0;"";167764
17;2;0;"";268804
-4;7;0;"";184474
2;1;0;"";212739
-5;-10;0;"";212740
3;6;0;"";240687
19;-13;0;"";268807
-5;-16;0;"";240688
0;3;0;"";240689
-7;-14;0;"";240690
1;-8;0;"";212742
-10;-27;0;"";156598
0;-9;0;"";240691
6;-21;0;"";184476
17;12;0;"";268808
-17;-37;0;"";184477
0;-14;0;"";184478
2;0;0;"";240692
-6;-15;0;"";268810
6;2;0;"";240693
-7;-18;0;"";268826
-2;-16;0;"";268812
-1;-9;0;"";212744
-1;-17;0;"";184479
-5;-31;0;"";268813
-6;-1;0;"";268815
-6;-21;0;"";184480
-5;-7;0;"";184481
-3;-37;0;"";212745
4;-6;0;"";212746
8;8;0;"";268827
-10;-22;0;"";212782
10;5;0;"";212783
-20;-16;0;"";268817
-8;-22;0;"";268828
6;-4;0;"";240695
-5;-13;0;"";156600
-5;-2;0;"";212747
-10;-30;0;"";268829
-9;-19;0;"";212749
30;1;0;"";268832
-6;-16;0;"";212750
-1;-9;0;"";184496
-7;-13;0;"";240697
-4;-4;0;"";240698
-2;-11;0;"";212751
-6;-12;0;"";240699
3;-8;0;"";184497
2;-3;0;"";212784
-6;-17;0;"";240700
-8;-12;0;"";268839
18;10;0;"";212752
-4;-14;0;"";150955
-3;-11;0;"";240723
-5;-16;0;"";156602
0;-4;0;"";212754
-4;-6;0;"";184501
-3;-23;0;"";240702
-6;-9;0;"";212755
-6;-17;0;"";156603
-10;-17;0;"";150956
-5;-28;0;"";184503
5;0;0;"";212756
-5;-20;0;"";240724
-8;-4;0;"";184505
-1;-5;0;"";240706
-1;5;0;"";150957
0;-3;0;"";156605
-4;-4;0;"";156606
-3;-12;0;"";268889
2;-10;0;"";240707
-3;3;0;"";167769
-7;-1;0;"";240708
0;-30;0;"";212757
-5;-19;0;"";184506
-1;-1;0;"";150959
-9;2;0;"";240711
4;-9;0;"";240712
-9;-3;0;"";240725
-2;-9;0;"";240726
-10;-20;0;"";184508
17;11;0;"";268843
-14;4;0;"";268844
-13;-13;0;"";184510
-9;-24;0;"";240796
-8;-12;0;"";240729
-9;-17;0;"";184512
-3;-17;0;"";240732
17;3;0;"";268847
-6;-11;0;"";156609
6;4;0;"";156610
-2;9;0;"";212761
-1;-19;0;"";212762
-14;0;0;"";268848
-7;0;0;"";240733
-7;-11;0;"";240734
-7;-18;0;"";240735
-5;-4;0;"";240785
-9;-5;0;"";184514
-3;-17;0;"";184515
-5;-14;0;"";156611
-8;-19;0;"";184516
-8;-17;0;"";240736
-7;1;0;"";212765
-16;-20;0;"";167770
-6;-15;0;"";156612
-1;-1;0;"";156613
-5;-19;0;"";268890
14;5;0;"";240738
-9;-3;0;"";184519
19;2;0;"";240739
0;-3;0;"";150961
8;-8;0;"";240743
-8;-6;0;"";268891
13;-5;0;"";150962
-6;-16;0;"";268849
-9;-36;0;"";212768
0;9;0;"";212769
-5;-7;0;"";268892
8;-8;0;"";184558
-6;-9;0;"";167771
-5;-5;0;"";167772
-1;3;0;"";212770
-7;10;0;"";240745
-4;-8;0;"";212772
-4;-20;0;"";212773
15;9;0;"";268852
-4;2;0;"";268893
-9;-26;0;"";167773
-7;-25;0;"";150963
1;-4;0;"";212788
4;-1;0;"";240747
-10;-7;0;"";268853
-12;-19;0;"";240749
-4;-30;0;"";212776
-4;-15;0;"";162266
0;-22;0;"";212789
-6;-11;0;"";184521
-6;-26;0;"";184522
-6;-10;0;"";240751
-7;-10;0;"";184524
-10;-22;0;"";212777
-8;-12;0;"";268855
-1;-8;0;"";156614
-4;1;0;"";240752
-2;-11;0;"";184526
-2;-6;0;"";184527
6;4;0;"";184528
6;-3;0;"";240754
-2;-16;0;"";150965
-6;-15;0;"";212790
-3;-16;0;"";268856
-6;-8;0;"";184529
-11;-36;0;"";212791
-8;-38;0;"";184530
-6;-29;0;"";268857
-5;-17;0;"";212794
-5;-28;0;"";212795
-4;-2;0;"";162267
0;-7;0;"";240760
-3;-13;0;"";184531
-2;-12;0;"";212796
-9;-12;0;"";268860
-18;-28;0;"";212797
-6;-8;0;"";156615
0;-3;0;"";212799
-4;-16;0;"";184535
-10;-7;0;"";240762
-10;-13;0;"";240763
-4;-4;0;"";156616
0;-33;0;"";212802
-9;-13;0;"";162268
-5;-16;0;"";162269
37;12;0;"";167774
-4;-16;0;"";268862
-5;-25;0;"";240767
7;-22;0;"";240768
-5;-1;0;"";212806
-1;-14;0;"";184537
0;-6;0;"";184538
0;-10;0;"";268863
-4;-2;0;"";240790
1;-4;0;"";184539
-9;-17;0;"";184560
3;8;0;"";184540
-1;-11;0;"";268865
-9;-18;0;"";268867
-6;-3;0;"";268868
11;1;0;"";212811
-13;-18;0;"";162271
-2;-24;0;"";184541
-2;-41;0;"";268896
-1;4;0;"";240791
7;-8;0;"";240770
-3;-10;0;"";167776
-10;-4;0;"";268870
-7;-7;0;"";212813
4;9;0;"";184544
-1;-11;0;"";268897
-6;-1;0;"";212814
2;-10;0;"";184545
-6;6;0;"";268871
-5;-31;0;"";240771
0;-1;0;"";167777
-7;-5;0;"";240792
-6;-15;0;"";156621
-8;-17;0;"";268872
-9;-5;0;"";184547
3;-5;0;"";184549
0;12;0;"";167778
-5;-19;0;"";240774
-5;-4;0;"";240777
-6;-17;0;"";156622
-9;-8;0;"";156623
-5;1;0;"";240779
-12;-23;0;"";268875
5;11;0;"";212815
-1;-11;0;"";268876
-6;-11;0;"";162272
-4;-14;0;"";212853
1;-12;0;"";240780
7;-11;0;"";268878
-7;-20;0;"";212816
-5;2;0;"";212817
-10;-10;0;"";212818
-3;1;0;"";212854
-4;-13;0;"";268879
-6;-24;0;"";268880
18;11;0;"";240794
-10;-39;0;"";184552
-2;2;0;"";240781
-1;-19;0;"";162274
-12;-18;0;"";240783
-6;-26;0;"";167781
-5;-31;0;"";212820
3;-4;0;"";212855
-5;-35;0;"";240797
-4;-18;0;"";268884
7;-6;0;"";240798
-5;-12;0;"";150973
18;8;0;"";240799
-5;-4;0;"";268885
-8;-16;0;"";162275
-6;-26;0;"";268886
-3;10;0;"";162276
-4;-5;0;"";212821
-12;-26;0;"";212822
-3;-9;0;"";268971
15;7;0;"";240800
-2;-10;0;"";212823
-6;-26;0;"";184554
4;-4;0;"";156624
-7;-19;0;"";212824
-5;-1;0;"";184555
0;-16;0;"";268901
4;-9;0;"";184564
-3;-11;0;"";212826
-7;-7;0;"";268903
-4;-14;0;"";268904
-4;-17;0;"";212827
19;10;0;"";240803
-1;-2;0;"";240804
-6;-32;0;"";184565
-5;5;0;"";184566
-4;-1;0;"";212829
-9;-9;0;"";268906
-13;-7;0;"";212830
3;3;0;"";268907
-12;-8;0;"";212831
4;6;0;"";268908
16;6;0;"";268910
-10;-27;0;"";212856
-4;-11;0;"";268972
-6;-5;0;"";212857
-3;-12;0;"";184570
-10;-17;0;"";184571
-5;-8;0;"";162278
-12;-1;0;"";212834
-13;-13;0;"";156625
-7;-10;0;"";212835
-3;-16;0;"";184573
-5;-16;0;"";184574
7;-12;0;"";184575
-3;-16;0;"";240853
-8;3;0;"";240808
-1;-4;0;"";268913
-7;-15;0;"";212838
-4;-10;0;"";162280
-3;-3;0;"";184622
7;5;0;"";240854
0;-5;0;"";240810
-4;-16;0;"";212839
0;2;0;"";184576
-3;-4;0;"";240811
-10;-18;0;"";184577
-6;-10;0;"";184623
-11;-19;0;"";240813
-10;-3;0;"";240814
-10;-20;0;"";156626
5;-11;0;"";212840
0;2;0;"";240815
-1;-18;0;"";156627
-1;-14;0;"";167783
-3;-17;0;"";268918
-5;-17;0;"";212858
-10;-2;0;"";212842
-10;6;0;"";268919
-6;3;0;"";212843
-7;-13;0;"";144517
-3;-6;0;"";184579
21;11;0;"";212844
-7;-7;0;"";212845
-10;-18;0;"";167785
-2;-23;0;"";162282
-9;2;0;"";240855
-5;-26;0;"";212847
-1;-10;0;"";240817
-3;3;0;"";184582
-10;-24;0;"";184583
-3;-8;0;"";268924
-1;-12;0;"";167786
-5;-28;0;"";268925
-6;-11;0;"";184624
-7;-15;0;"";156628
-6;-20;0;"";184625
-9;3;0;"";212848
-2;-15;0;"";150976
-6;-26;0;"";156629
-2;-14;0;"";162283
-5;-24;0;"";212849
1;-2;0;"";268926
6;-10;0;"";240856
-6;-7;0;"";162284
-10;12;0;"";184584
3;8;0;"";143421
-3;-7;0;"";212850
-3;-7;0;"";212859
-1;-19;0;"";184585
-6;2;0;"";156631
-3;-13;0;"";184586
-2;-7;0;"";268930
-4;-37;0;"";212851
-5;-22;0;"";240818
-3;-16;0;"";156632
16;-4;0;"";212860
5;-20;0;"";212861
-3;-13;0;"";240819
-11;-19;0;"";268932
-1;1;0;"";156633
0;-12;0;"";184588
8;-1;0;"";268933
0;-12;0;"";268963
-7;-13;0;"";212862
-7;1;0;"";184589
-2;-7;0;"";162286
-6;-2;0;"";240822
-7;-15;0;"";268964
21;13;0;"";268935
-3;-15;0;"";240825
-6;-10;0;"";144518
-1;-2;0;"";156634
-4;0;0;"";212920
8;-11;0;"";240858
-10;-9;0;"";240827
-9;-11;0;"";268938
-11;-37;0;"";184593
8;0;0;"";212864
-5;-16;0;"";212865
28;12;0;"";268940
-2;-19;0;"";240830
-5;-10;0;"";167789
-2;-16;0;"";150980
0;3;0;"";240832
-9;-25;0;"";268942
-1;-14;0;"";268943
-4;-9;0;"";184595
-9;-6;0;"";212866
-7;-14;0;"";212869
14;14;0;"";240833
-6;-6;0;"";240859
0;14;0;"";184596
-4;-18;0;"";150981
16;14;0;"";184598
14;-4;0;"";240860
-2;5;0;"";268949
9;11;0;"";240835
-5;-17;0;"";268951
10;8;0;"";212870
-10;-13;0;"";212871
-4;-16;0;"";240836
-3;-7;0;"";184599
-6;-12;0;"";212872
6;5;0;"";184600
0;-6;0;"";212874
-5;-6;0;"";240838
3;-2;0;"";212875
-10;-11;0;"";167791
0;-15;0;"";150982
-1;-3;0;"";167792
-2;-8;0;"";240839
-5;-16;0;"";240841
-2;2;0;"";268956
-1;1;0;"";150984
-10;-7;0;"";150985
-2;-25;0;"";268967
-10;-21;0;"";212878
-6;-17;0;"";212879
-12;-16;0;"";212880
-7;0;0;"";212881
-5;-11;0;"";156636
13;0;0;"";268959
-5;-3;0;"";212923
-2;-2;0;"";268968
-1;-18;0;"";212882
-15;-40;0;"";212883
6;6;0;"";268960
-14;0;0;"";268970
0;-3;0;"";268961
2;10;0;"";268962
-2;-20;0;"";156637
0;-4;0;"";184605
8;2;0;"";212886
-4;-12;0;"";167793
-7;-2;0;"";240847
-4;1;0;"";240848
2;-12;0;"";240849
4;1;0;"";184606
-1;-7;0;"";162290
-5;-16;0;"";150988
-2;-3;0;"";150989
-7;5;0;"";156638
11;10;0;"";212889
19;14;0;"";212890
-10;-18;0;"";212891
-4;-15;0;"";184608
1;-4;0;"";268977
-7;1;0;"";240850
-5;-12;0;"";269034
-4;-13;0;"";184610
-2;-11;0;"";212893
-5;-7;0;"";184611
-2;-19;0;"";269036
-5;-12;0;"";144803
-2;-10;0;"";268979
17;10;0;"";268980
-1;-5;0;"";156639
-6;-1;0;"";240851
-1;-1;0;"";156640
-7;-15;0;"";268981
-1;-23;0;"";184569
-1;-2;0;"";269037
-4;-11;0;"";184614
-1;-5;0;"";240866
3;-5;0;"";268983
22;-5;0;"";212896
-1;-19;0;"";212928
-5;-8;0;"";167794
-12;-20;0;"";212897
-12;-7;0;"";184618
0;-13;0;"";240869
-2;-14;0;"";184619
-7;-15;0;"";212929
17;2;0;"";240871
-3;-27;0;"";212898
-1;-20;0;"";268989
-8;5;0;"";184621
7;9;0;"";212899
-9;-18;0;"";212900
0;-15;0;"";268992
-7;13;0;"";150991
-1;4;0;"";184631
0;4;0;"";184684
-1;1;0;"";268993
-9;-11;0;"";240874
21;-8;0;"";212902
-10;-22;0;"";240875
-2;-11;0;"";184632
-14;-19;0;"";240877
-11;-7;0;"";268994
-10;13;0;"";212905
-18;-36;0;"";184634
5;14;0;"";184685
-7;-7;0;"";212906
-8;-6;0;"";212930
1;-26;0;"";212907
-4;-7;0;"";268996
-1;-10;0;"";240926
4;-19;0;"";184636
-9;-21;0;"";240927
0;-2;0;"";167797
-7;-15;0;"";184637
0;6;0;"";184638
-4;9;0;"";150994
3;5;0;"";212909
-9;-4;0;"";150995
38;14;0;"";184639
-5;-9;0;"";150996
10;4;0;"";268997
-10;9;0;"";184640
-9;-25;0;"";268998
0;-3;0;"";150997
1;-14;0;"";184641
-5;-15;0;"";240885
-5;-26;0;"";268999
16;14;0;"";184642
11;7;0;"";150998
-3;12;0;"";150999
-6;-19;0;"";184643
1;-19;0;"";184644
2;-23;0;"";167799
-8;-23;0;"";212911
28;10;0;"";184645
-9;-21;0;"";212912
-7;-25;0;"";269002
-1;-6;0;"";240887
-4;2;0;"";184646
-6;3;0;"";156645
1;10;0;"";269038
-4;-3;0;"";269004
0;-9;0;"";212914
-2;12;0;"";269039
21;-1;0;"";240888
-4;-6;0;"";156646
-4;-10;0;"";212915
-3;-17;0;"";269007
-2;-18;0;"";212917
0;-6;0;"";184649
-8;-32;0;"";269008
-7;-6;0;"";212918
0;-16;0;"";212919
-6;-18;0;"";240889
-5;-9;0;"";184650
8;2;0;"";212932
3;-1;0;"";240890
-3;-4;0;"";212993
-1;0;0;"";151000
-5;-10;0;"";184651
-7;-17;0;"";212933
-4;-7;0;"";162300
-7;-14;0;"";240892
-11;-38;0;"";212934
-8;-12;0;"";212935
-2;-7;0;"";269012
2;-21;0;"";184653
-1;-19;0;"";212937
-5;-45;0;"";184654
-1;-3;0;"";212939
-3;-24;0;"";184688
-2;-34;0;"";162303
-8;-33;0;"";269040
-6;-20;0;"";162304
-1;-9;0;"";240897
-5;-27;0;"";151002
-6;-4;0;"";212945
6;-19;0;"";269015
0;-11;0;"";151003
1;4;0;"";162305
-12;-6;0;"";240900
14;10;0;"";269016
-5;2;0;"";184660
-1;-2;0;"";212946
-5;-19;0;"";240901
-7;-8;0;"";240902
-2;-22;0;"";167801
-6;-24;0;"";269017
-9;-17;0;"";212949
-5;14;0;"";240903
-15;-26;0;"";269020
-5;-9;0;"";240904
-10;-21;0;"";184662
0;-12;0;"";156647
-2;-8;0;"";184663
-3;13;0;"";184664
-7;10;0;"";240908
10;-9;0;"";184665
-11;-8;0;"";212997
-10;-10;0;"";269022
-13;-24;0;"";184666
5;-13;0;"";269023
-5;-1;0;"";167802
-2;-15;0;"";212954
0;-3;0;"";143772
1;-7;0;"";184667
5;7;0;"";184689
-4;-25;0;"";167803
13;13;0;"";212956
-2;1;0;"";184668
-3;-18;0;"";184669
-4;-6;0;"";151008
-2;-11;0;"";240913
-2;-11;0;"";167805
-1;-8;0;"";212958
0;-8;0;"";184690
-7;-36;0;"";184671
0;-9;0;"";151009
-4;-15;0;"";156649
0;1;0;"";240915
-8;-4;0;"";212960
-4;-10;0;"";151010
-7;-15;0;"";156650
-1;8;0;"";156651
-10;-9;0;"";212961
-2;-8;0;"";269028
0;-16;0;"";184673
-3;-1;0;"";184692
12;6;0;"";212962
-8;-22;0;"";212963
-15;-3;0;"";184693
-7;-17;0;"";184675
-7;-2;0;"";212964
-5;-10;0;"";167807
18;14;0;"";212965
-5;7;0;"";162307
-11;-8;0;"";269029
-9;-22;0;"";212966
-10;-20;0;"";240919
-7;-6;0;"";167808
-2;-14;0;"";269031
3;-4;0;"";240920
-2;2;0;"";269032
20;1;0;"";184678
-8;-26;0;"";269033
3;-14;0;"";269043
-1;-21;0;"";184679
-8;-27;0;"";213000
-9;-4;0;"";269044
-4;7;0;"";240923
-5;-13;0;"";269108
-3;-6;0;"";212970
-1;1;0;"";212971
8;-6;0;"";167809
-3;-16;0;"";240934
0;-8;0;"";269045
-6;-17;0;"";240924
-6;-22;0;"";184682
1;-3;0;"";184683
-5;8;0;"";184694
-2;0;0;"";240935
-7;-15;0;"";156655
-1;-14;0;"";184757
3;-9;0;"";269049
1;-16;0;"";184695
-3;-16;0;"";269051
-6;-32;0;"";151011
-7;-3;0;"";184696
10;-37;0;"";240936
-1;4;0;"";269054
-6;-20;0;"";240937
-3;-7;0;"";212975
-12;-28;0;"";240995
-4;-8;0;"";240938
-5;-36;0;"";212979
-1;-12;0;"";167815
-2;-8;0;"";212980
-6;-8;0;"";240939
6;-1;0;"";269056
-6;-13;0;"";184699
1;-6;0;"";212981
-9;-24;0;"";156657
-7;-23;0;"";240941
2;-7;0;"";156658
-10;-16;0;"";269057
-8;-12;0;"";212983
-5;-20;0;"";269058
1;1;0;"";212984
-4;-23;0;"";167817
9;10;0;"";212985
-7;-28;0;"";184702
-4;4;0;"";269061
0;-4;0;"";148592
6;9;0;"";269063
-2;-4;0;"";240942
-11;-1;0;"";156660
7;-7;0;"";240944
-7;-18;0;"";240945
21;12;0;"";184751
1;-4;0;"";212989
26;0;0;"";184705
-3;-7;0;"";184706
-8;-14;0;"";269066
-5;-16;0;"";151013
25;14;0;"";269067
15;6;0;"";184708
-8;-18;0;"";167819
-5;-15;0;"";213002
2;-11;0;"";184709
-1;2;0;"";269068
-14;-20;0;"";184710
-2;-9;0;"";269070
-3;-15;0;"";184713
-9;-25;0;"";240947
5;-1;0;"";269071
-6;-18;0;"";213005
2;5;0;"";184714
-6;-8;0;"";240949
-5;-20;0;"";213058
-1;-8;0;"";167820
-3;-33;0;"";151016
-1;2;0;"";213007
7;-32;0;"";184715
8;7;0;"";156661
-7;-1;0;"";269074
-8;-17;0;"";269075
-1;0;0;"";151017
2;-1;0;"";269077
-5;-8;0;"";156662
-7;-13;0;"";213008
-4;-20;0;"";213009
-10;-18;0;"";240951
-1;-7;0;"";151018
-5;-8;0;"";167822
-5;-13;0;"";269078
-8;-16;0;"";240953
-2;-3;0;"";156664
7;-3;0;"";184719
-4;-11;0;"";151019
-4;-19;0;"";213011
13;4;0;"";240955
-1;-11;0;"";269081
-9;2;0;"";156665
-3;-19;0;"";184753
-1;-19;0;"";240956
-10;-3;0;"";240996
2;-19;0;"";213061
-9;-2;0;"";184724
-6;-18;0;"";184727
-8;-10;0;"";269082
-10;-21;0;"";184728
-3;-27;0;"";269083
0;-9;0;"";240997
0;-11;0;"";240958
-2;-15;0;"";162316
2;1;0;"";213063
-1;-6;0;"";151023
19;-1;0;"";184729
-3;-18;0;"";162317
-5;-17;0;"";213017
-4;-13;0;"";240998
-6;-6;0;"";184730
0;11;0;"";184731
-9;-27;0;"";240960
30;7;0;"";269084
-6;-27;0;"";240961
-7;-11;0;"";213019
-14;-33;0;"";240963
14;9;0;"";184754
-6;-9;0;"";213021
-4;-28;0;"";151024
15;14;0;"";240965
-9;-9;0;"";269085
0;-8;0;"";184732
1;-3;0;"";151025
28;7;0;"";144519
-10;8;0;"";151026
-8;-36;0;"";162318
-7;-8;0;"";184755
8;0;0;"";269087
-6;-4;0;"";213023
12;3;0;"";184734
-10;-6;0;"";184735
8;-2;0;"";213025
-8;-3;0;"";184736
-5;-18;0;"";156670
-3;12;0;"";213026
0;-10;0;"";167825
-5;-2;0;"";269107
-6;-22;0;"";162319
6;4;0;"";269088
8;3;0;"";240967
-6;9;0;"";269089
-3;-14;0;"";156673
-5;-42;0;"";269091
11;0;0;"";240969
-1;-9;0;"";213030
-4;-24;0;"";213031
-7;-13;0;"";240970
4;9;0;"";269093
-6;-18;0;"";184740
-9;-18;0;"";269094
-2;-7;0;"";184741
-1;-18;0;"";151031
-5;-2;0;"";213065
-11;-5;0;"";184743
-5;7;0;"";269096
0;-10;0;"";213066
-12;-17;0;"";240973
-6;-34;0;"";240974
-6;-1;0;"";172474
-8;-5;0;"";184745
-5;-5;0;"";269097
-6;-13;0;"";240975
-7;-18;0;"";184747
0;-1;0;"";213067
17;5;0;"";240976
-10;-4;0;"";184748
-14;-25;0;"";151032
-5;-15;0;"";184749
-5;-27;0;"";213037
-2;-9;0;"";156674
-7;-23;0;"";213038
-7;-23;0;"";269100
-3;8;0;"";213039
-4;-23;0;"";213041
-5;-18;0;"";213043
-4;-23;0;"";213044
-8;-4;0;"";213045
0;-12;0;"";269101
-3;-10;0;"";162320
26;12;0;"";184758
-11;-21;0;"";269102
-2;-22;0;"";240979
-7;-9;0;"";167826
-4;-10;0;"";240980
-6;-3;0;"";213047
-9;-5;0;"";240981
3;14;0;"";213048
-3;-13;0;"";156676
-2;-7;0;"";213050
-9;-19;0;"";269109
-6;-20;0;"";213051
-6;-23;0;"";184759
-6;-25;0;"";184760
-10;-21;0;"";172475
14;5;0;"";240985
11;1;0;"";269110
-8;-11;0;"";213052
16;12;0;"";269111
-4;-11;0;"";213053
-1;-9;0;"";269112
-4;-22;0;"";151035
1;-9;0;"";269113
-8;-12;0;"";240987
1;-9;0;"";213054
-7;-21;0;"";184762
-8;-10;0;"";184763
12;-5;0;"";269114
12;13;0;"";269115
9;8;0;"";213055
-12;-14;0;"";156678
-5;-22;0;"";213070
-3;-12;0;"";184765
-5;-11;0;"";213072
2;-13;0;"";184767
-11;-23;0;"";269116
1;12;0;"";184768
-13;-33;0;"";213130
-5;-6;0;"";240989
-6;-11;0;"";151036
-2;-2;0;"";213076
